Activity Date,Үйл ажиллагааны огноо,
Activity Name,Үйл ажиллагааны нэр,
Activity Type,Үйл ажиллагааны төрөл,
Actual,Бодит,
Actual ,Haqiqiy,
Actual Amount,Бодит дүн,
Actual Balance Qty,Бодит үлдэгдэл тоо,
Actual Batch Quantity,Бодит багцын хэмжээ,
Actual Cost,Бодит зардал,
Actual Date,Бодит огноо,
Actual Delivery Date,Хүргэлтийн бодит огноо,
Actual End Date,Бодит дуусах огноо,
Actual End Date (via Time Sheet),Бодит дуусах огноо (цагийн хуудсаар),
Actual End Time,Бодит дуусах цаг,
Actual Manufactured Qty,Бодит үйлдвэрлэсэн тоо хэмжээ,
Actual Operating Cost,Үйл ажиллагааны бодит зардал,
Actual Operation Time,Бодит үйл ажиллагааны хугацаа,
Actual Qty,Бодит тоо,
Actual Qty (at source/target),Бодит тоо хэмжээ (эх сурвалж/зорилтод),
Actual Qty After Transaction,Гүйлгээ хийсний дараа бодит тоо хэмжээ,
Actual Qty is mandatory,Бодит тоо хэмжээ нь заавал байх ёстой,
Actual Qty {0} / Waiting Qty {1},Бодит тоо {0} / Хүлээлтийн тоо {1},
Actual Qty: Quantity available in the warehouse.,Бодит тоо хэмжээ: Агуулахад байгаа тоо хэмжээ.,
Actual Quantity,Бодит тоо хэмжээ,
Actual Start Date,Бодит эхлэх огноо,
Actual Start Date (via Time Sheet),Бодит эхлэх огноо (цагийн хүснэгтээр),
Actual Start Time,Бодит эхлэх цаг,
Actual Time (in Hours),Бодит цаг (цагаар),
Actual Time (in hours),Бодит цаг (цагаар),
Actual Time and Cost,Бодит хугацаа ба зардал,
Actual balances aren't available because the leave application spans over different leave allocations. You can still apply for leaves which would be compensated during the next allocation.,Амралтын өргөдөл нь өөр өөр хуваарилалтаас хамаарч байгаа тул бодит үлдэгдэл байхгүй байна. Та дараагийн хуваарилалтын үеэр нөхөн олговор авах навч авах хүсэлт гаргаж болно.,
Actual qty in stock,Бодит нөөцөд байгаа тоо,
Actual type tax cannot be included in Item rate in row {0},Бодит төрлийн татварыг {0} мөрийн үнийн дүнд оруулах боломжгүй.,
Add,Нэмэх,
Add / Edit Fields,Талбар нэмэх / засах,
Add / Edit Prices,Үнэ нэмэх / засах,
Add / Edit Taxes and Charges,"Татвар, хураамж нэмэх/засах",
Add Article to Topics,Сэдвүүдэд нийтлэл нэмэх,
Add Child,Хүүхэд нэмэх,
Add Comment,Сэтгэгдэл нэмэх,
Add Corrective Operation Cost in Finished Good Valuation,Дууссан сайн үнэлгээнд залруулах үйл ажиллагааны зардлыг нэмнэ үү,
Add Course to Programs,Хөтөлбөрт курс нэмэх,
Add Customers,Хэрэглэгч нэмэх,
Add Discount,Хөнгөлөлт нэмэх,
Add Employees,Ажилчдыг нэмэх,
Add Exercise Step,Дасгалын алхам нэмнэ үү,
Add Exercises,Дасгал нэмэх,
Add Guardians to Email Group,Хамгаалагчдыг имэйлийн бүлэгт нэмнэ үү,
Add Item,Зүйл нэмэх,
Add Items,Зүйлс нэмэх,
Add Items in the Purpose Table,Зорилгын хүснэгтэд зүйлсийг нэмнэ үү,
Add Leads,Тэргүүлэгч нэмэх,
Add Loan Security,Зээлийн баталгаа нэмэх,
Add Medication Orders,Эмийн захиалгыг нэмнэ үү,
Add Multiple,Олон нэмэх,
Add Multiple Service Units,Олон үйлчилгээний нэгж нэмэх,
Add Multiple Tasks,Олон даалгавар нэмэх,
Add New Line,Шинэ мөр нэмэх,
Add Or Deduct,Нэмэх эсвэл хасах,
Add Order Discount,Захиалгын хөнгөлөлт нэмэх,
Add Participants,Оролцогчдыг нэмнэ үү,
Add Quiz to Topics,Сэдвүүдэд шалгалт нэмэх,
Add Quote,Үнийн санал нэмэх,
Add Row,Мөр нэмэх,
Add Sales Partners,Борлуулалтын түншүүд нэмнэ үү,
Add Serial No,Серийн дугаар нэмнэ үү,
Add Students,Оюутнууд нэмнэ үү,
Add Suppliers,Нийлүүлэгч нэмэх,
Add Template,Загвар нэмэх,
Add Test,Тест нэмэх,
Add Time Slots,Цагийн зай нэмэх,
Add Timesheets,Цагийн хуудас нэмэх,
Add Timeslots,Хугацаа нэмэх,
Add Topic to Courses,Хичээлүүдэд сэдэв нэмэх,
Add Users to Marketplace,Хэрэглэгчдийг зах зээлд нэмнэ үү,
Add Weekly Holidays,Долоо хоног бүрийн амралтын өдрүүдийг нэмнэ үү,
Add a new address,Шинэ хаяг нэмнэ үү,
Add items in the Item Locations table,Зүйлийн байршлын хүснэгтэд зүйл нэмнэ үү,
Add letterhead,Хэвлэмэл хуудас нэмнэ үү,
Add more items or open full form,Өөр зүйл нэмэх эсвэл маягтыг бүрэн нээнэ үү,
Add notes,Тэмдэглэл нэмэх,
Add or Deduct,Нэмэх эсвэл хасах,
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,Байгууллагынхаа бусад хүмүүсийг хэрэглэгч болгон нэмнэ үү. Та мөн урилгатай харилцагчдыг Харилцагчаас нэмж порталдаа нэмж болно,
Add to Cart,Картанд нэмэх,
Add to Courses,Курсуудад нэмэх,
Add to Details,Дэлгэрэнгүй мэдээлэлд нэмнэ үү,
Add to Featured Item,Онцлох зүйлд нэмэх,
Add to Holidays,Баярын өдрүүдэд нэмнэ үү,
Add to Programs,Програмд нэмэх,
Add to Quote,Үнийн саналд нэмэх,
Add to Topics,Сэдвүүдэд нэмэх,
Add to Transit,Нийтийн тээвэрт нэмэх,
Add unused leaves from previous allocations,Өмнөх хуваарилалтаас ашиглагдаагүй навчийг нэмнэ,
Add your review,Шүүмжээ нэмнэ үү,
Add/Edit Coupon Conditions,Купоны нөхцөл нэмэх/засах,
Added,Нэмсэн,
Added to Featured Items,Онцлох зүйлсэд нэмсэн,
Added to details,Дэлгэрэнгүй мэдээлэлд нэмсэн,
Added {0} ({1}),{0} ({1}) нэмсэн,
Added {0} users,{0} хэрэглэгч нэмсэн,
Adding Order Entries,Захиалгын бичилт нэмж байна,
Additional,Нэмэлт,
Additional Amount,Нэмэлт дүн,
Additional Cost,Нэмэлт зардал,
Additional Costs,Нэмэлт зардал,
Additional DIscount Amount,Нэмэлт хөнгөлөлтийн хэмжээ,
Additional DIscount Percentage,Нэмэлт хөнгөлөлтийн хувь,
Additional Details,Нэмэлт мэдээлэл,
Additional Discount,Нэмэлт хөнгөлөлт,
Additional Discount Account,Нэмэлт хөнгөлөлтийн данс,
Additional Discount Amount,Нэмэлт хөнгөлөлтийн хэмжээ,
Additional Discount Amount (Company Currency),Нэмэлт хөнгөлөлтийн дүн (Компанийн валют),
Additional Discount Percentage,Нэмэлт хөнгөлөлтийн хувь,
Additional Discount and Coupon Code,Нэмэлт хөнгөлөлт ба купоны код,
Additional Information,Нэмэлт мэдээлэл,
Additional Notes,Нэмэлт тэмдэглэл,
Additional Operating Cost,Нэмэлт үйл ажиллагааны зардал,
Additional PF,Нэмэлт PF,
Additional Salary,Нэмэлт цалин,
Additional Salary ,Qo&#39;shimcha ish haqi,
Additional Salary for referral bonus can only be created against Employee Referral with status {0},Урамшууллын урамшууллын нэмэлт цалинг зөвхөн {0} статустай ажилтны лавлагааны эсрэг үүсгэж болно.,
Additional Salary: {0} already exist for Salary Component: {1} for period {2} and {3},Нэмэлт цалин: Цалингийн бүрэлдэхүүн хэсэгт {0} аль хэдийн байгаа: {2} ба {3} хугацаанд {1},
Additional information regarding the customer.,Үйлчлүүлэгчтэй холбоотой нэмэлт мэдээлэл.,
Additional information regarding the patient,Өвчтөний талаархи нэмэлт мэдээлэл,
Address,Хаяг,
Address & Contact,Хаяг & Холбоо барих,
Address & Contacts,Хаяг & Харилцагчид,
Address Desc,Хаяг товч,
Address HTML,HTML хаяг,
Address Line 1,Хаягийн мөр 1,
Address Line 2,Хаягийн мөр 2,
"Address Lines, City, Pincode, GSTIN are mandatory for address {}. Please set them and try again.","{} хаягийн хувьд хаягийн шугам, хот, пин код, GSTIN заавал байх ёстой. Тэдгээрийг тохируулаад дахин оролдоно уу.",
Address Name,Хаягийн нэр,
Address Title,Хаягийн гарчиг,
Address Type,Хаягийн төрөл,
Address and Contact,Хаяг ба холбоо барих,
Address and Contacts,Хаяг ба холбоо барих хаяг,
Address lines and city is mandatory for address {}. Please set them and try again.,"{} хаягийн хувьд хаягийн шугам, хотыг заавал зааж өгөх ёстой. Тэдгээрийг тохируулаад дахин оролдоно уу.",
Address needs to be linked to a Company. Please add a row for Company in the Links table.,Хаяг нь компанитай холбогдсон байх шаардлагатай. Холбоос хүснэгтэд Компанид зориулсан мөр нэмнэ үү.,
Address of Organizer,Зохион байгуулагчийн хаяг,
Address used to determine Tax Category in transactions,Гүйлгээнд Татварын ангиллыг тодорхойлоход ашигладаг хаяг,
Addresses,Хаяг,
Adjust Asset Value,Хөрөнгийн үнэ цэнийг тохируулах,
Adjustment (SAR),Тохируулга (SAR),
Adjustment Against,Эсрэг тохируулга,
Administrative Expenses,Захиргааны зардал,
Administrative Officer,Захиргааны ажилтан,
Administrator,Администратор,
Admission,Элсэлт,
Admission End Date,Элсэлтийн эцсийн огноо,
Admission End Date should be greater than Admission Start Date.,Элсэлтийн дуусах огноо нь Элсэлтийн эхлэх огнооноос их байх ёстой.,
Admission Instruction,Элсэлтийн заавар,
Admission Order Details,Элсэлтийн захиалгын дэлгэрэнгүй мэдээлэл,
